Medication_Name,Package_Size, Manufacturing_Cost , Max_Retailer_Price , Max_Consumer_Price , Max_Consumer_VAT_Price ,Year
BENLYSTA 1X400MG PWD FOR CONCENTRATE FOR INF VIAL 20ML,1, $219.46 , $548.65 , $603.52 , $706.12 ,2021
BENLYSTA 200 MG 4 PREFILLED SYR,4, $413.83 ," $1,034.59 "," $1,138.05 "," $1,331.51 ",2021
BERIGLOBIN P 16 % 2 ML  1 PFS,1, $8.73 , $21.84 , $29.37 , $34.36 ,2021
BERINERT 500U/VIAL POWDER FOR SOL FOR INJ/INF,1, $242.66 , $606.66 , $667.33 , $780.77 ,2021
BESPONSA 1 VIAL,1," $4,686.57 "," $11,716.43 "," $12,888.07 "," $15,079.04 ",2021
BETACAP 0.1% 100ML,100, $4.02 , $10.06 , $13.78 , $16.12 ,2021
BETACORTEN CREAM 15G,15, $0.68 , $1.71 , $2.34 , $2.73 ,2021
BETACORTEN G CR 15GR,15, $4.21 , $10.52 , $14.42 , $16.87 ,2021
BETACORTEN G OINT15G,15, $4.21 , $10.52 , $14.42 , $16.87 ,2021
BETACORTEN OINT 15GR,15, $0.65 , $1.62 , $2.22 , $2.60 ,2021
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30, $1.21 , $3.03 , $4.14 , $4.85 ,2021
BETAFERON 0.3MG/VIAL 15VIAL+SYR,15, $312.39 , $780.97 , $859.06 ," $1,005.10 ",2021
BETAHISTINE TEVA 16MG 30TAB,30, $1.21 , $3.02 , $4.13 , $4.84 ,2021
BETAREN 100MG 10 S.R.TAB,10, $0.89 , $2.22 , $3.05 , $3.57 ,2021
BETAREN 100MG 20 S.R.TAB,20, $1.56 , $3.90 , $5.34 , $6.25 ,2021
BETISTINE 16MG 30TAB,30, $1.21 , $3.02 , $4.13 , $4.84 ,2021
BETMIGA 25MG 30 P.R.TAB,30, $17.20 , $43.00 , $53.74 , $62.88 ,2021
BETMIGA 50MG 30  P.R.TAB,30, $12.80 , $32.00 , $40.00 , $46.80 ,2021
BETNESOL 0.50MG 30TAB,30, $1.14 , $2.85 , $3.91 , $4.57 ,2021
BETNOVATE OINT 15G,15, $0.65 , $1.62 , $2.22 , $2.60 ,2021
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30, $1.21 , $3.03 , $4.14 , $4.85 ,2021
BEXSERO 1X0.5ML SYRINGE,1, $36.96 , $92.39 , $108.56 , $127.02 ,2021
BEZAFIBRATE 400MG 30 SR TAB,30, $2.82 , $7.06 , $9.67 , $11.31 ,2021
BICALUTAMIDE INOVAMED 150 MG 28 F.C.TAB,28, $41.83 , $104.59 , $122.89 , $143.78 ,2021
BICALUTAMIDE INOVAMED 50 MG 28 F.C.TAB,28, $17.47 , $43.68 , $54.60 , $63.88 ,2021
BICALUTAMIDE TEVA 150MG 30TAB,30, $44.82 , $112.06 , $131.67 , $154.05 ,2021
BICALUTAMIDE TEVA 50MG 30TAB,30, $18.72 , $46.80 , $58.50 , $68.44 ,2021
BIKTARVY 30 TAB,30, $321.20 , $802.99 , $883.29 ," $1,033.45 ",2021
BILAXTEN 20MG 30TAB,30, $2.99 , $7.47 , $10.24 , $11.98 ,2021
BIMATILOL TEVA bottle 3ml,3, $5.27 , $13.19 , $17.74 , $20.75 ,2021
BIMATOPROST S.K. 0.3 MG/1 ML OPHT SOL 3ML,3, $5.80 , $14.51 , $19.52 , $22.83 ,2021
BIMATOPROST TEVA 3ML,3, $5.80 , $14.51 , $19.52 , $22.83 ,2021
BINOCRIT 10000 I.U/0.1 ML 6 SYRINGE PREFILLED,6, $211.52 , $528.79 , $621.33 , $726.96 ,2021
BINOCRIT 20000 I.U/0.5 ML 1 SYRINGE PREFILLED,1, $63.43 , $158.57 , $186.32 , $217.99 ,2021
BINOCRIT 3000 IU/0.3ML 6 SYRINGE PREFILLED,6, $63.46 , $158.64 , $186.40 , $218.09 ,2021
BINOCRIT 30000 I.U/0.75 ML 1 SYRINGE PREFILLED,1, $87.34 , $218.35 , $256.56 , $300.18 ,2021
BINOCRIT 4000 IU/0.4ML 6 SYRINGE PREFILLED,6, $83.42 , $208.56 , $245.05 , $286.71 ,2021
BINOCRIT 40000 I.U/1 ML 1 SYRINGE PREFILLED,1, $116.19 , $290.47 , $341.30 , $399.33 ,2021
BINOCRIT 5000 IU/0.5ML 6 SYRINGE PREFILLED,6, $104.03 , $260.08 , $305.60 , $357.55 ,2021
BINOCRIT 6000 IU/0.6ML 6 SYRINGE PREFILLED,6, $124.64 , $311.59 , $366.12 , $428.36 ,2021
BINOCRIT 8000 I.U/0.8 ML 6 SYRINGE PREFILLED,6, $165.85 , $414.63 , $487.19 , $570.02 ,2021
BINOSTO 70MG 4 TAB EFF,4, $5.00 , $12.50 , $16.81 , $19.67 ,2021
BISOPROLOL INOVAMED 10 MG 30 F.C.TAB,30, $1.53 , $3.83 , $5.25 , $6.14 ,2021
BISOPROLOL INOVAMED 2.5 MG 30 F.C.TAB,30, $1.37 , $3.42 , $4.68 , $5.47 ,2021
BISOPROLOL INOVAMED 5 MG 30 F.C.TAB,30, $1.17 , $2.91 , $3.99 , $4.67 ,2021
BLASTOVIN 1VIAL 10MG/10ML,1, $4.86 , $12.16 , $16.36 , $19.14 ,2021
BLEOMYCIN PFI 15000 IU/VIAL 10 VIALS,10, $89.03 , $222.58 , $261.54 , $306.00 ,2021
BLINCYTO 35 MCG/1VIAL,1," $1,143.99 "," $2,859.98 "," $3,145.97 "," $3,680.79 ",2021
BONDORMIN 0.25MG 10TAB,10, $1.19 , $2.98 , $4.08 , $4.77 ,2021
BONDORMIN 0.25MG 20TAB,20, $2.13 , $5.31 , $7.28 , $8.52 ,2021
BONEFOS 800MG 30TAB,30, $35.97 , $89.91 , $105.65 , $123.61 ,2021
BONSERIN 30MG 20TAB,20, $1.54 , $3.84 , $5.26 , $6.15 ,2021
BOOSTRIX POLIO (IPV) SYR. PREFILLED 0.5ML,1, $10.74 , $26.85 , $36.12 , $42.26 ,2021
BOOSTRIX SUSP FOR INJ PREFIL SYR 0.5ML,1, $10.15 , $25.36 , $34.11 , $39.91 ,2021
BORTEZOMIB INJECTION 3.5 MG,1, $498.50 ," $1,246.26 "," $1,370.89 "," $1,603.94 ",2021
BORTEZOMIB S.K. 3.5 MG,1, $498.50 ," $1,246.26 "," $1,370.89 "," $1,603.94 ",2021
BORTEZOMIB TARO 3.5 MG 1 vial,1, $498.50 ," $1,246.26 "," $1,370.89 "," $1,603.94 ",2021
BOSENTAN TEVA ® 125 MG 60 tab,60, $534.85 ," $1,337.12 "," $1,470.84 "," $1,720.88 ",2021
BOSENTAN TEVA ® 62.5 MG 60 tab,60, $479.17 ," $1,197.92 "," $1,317.71 "," $1,541.72 ",2021
BOSULIF 100MG 28 F.C.TAB,28, $278.11 , $695.26 , $764.79 , $894.80 ,2021
BOSULIF 400 MG 28 TAB,28," $1,225.73 "," $3,064.32 "," $3,370.75 "," $3,943.78 ",2021
BOSULIF 500MG 28 F.C.TAB,28," $1,366.72 "," $3,416.81 "," $3,758.49 "," $4,397.43 ",2021
BOTOX 100 1VIAL,1, $81.46 , $203.64 , $239.28 , $279.95 ,2021
BOTOX 200 U/VIAL,1, $155.61 , $389.03 , $457.11 , $534.82 ,2021
BOTOX 50 UNITS VIAL 5ML,1, $43.76 , $109.39 , $128.54 , $150.39 ,2021
BRAMITOB 300MG/4ML 56AMP (4ML),56, $625.15 ," $1,562.88 "," $1,719.16 "," $2,011.42 ",2021
BRENZYS 50 MG/ML 4 PREFILLED PEN,4, $269.84 , $674.60 , $742.06 , $868.21 ,2021
BRENZYS 50 MG/ML 4 PREFILLED SYR,4, $269.84 , $674.60 , $742.06 , $868.21 ,2021
BREXIN 20MG 20TAB,20, $1.55 , $3.87 , $5.30 , $6.20 ,2021
BRICALIN TURBUHALER 200DOSES,200, $4.23 , $10.59 , $14.50 , $16.97 ,2021
BRIDION 10X2ML VIALS,10, $360.79 , $901.98 , $992.18 ," $1,160.85 ",2021
BRILINTA 60 MG 56 TAB,56, $24.64 , $61.61 , $72.39 , $84.69 ,2021
BRILINTA 90MG 168 TAB,168, $81.77 , $204.42 , $240.19 , $281.02 ,2021
BRILINTA 90MG 56TAB,56, $27.26 , $68.14 , $80.06 , $93.67 ,2021
BRINEURA 30MG/1ML 3 VIALS,3," $9,531.04 "," $23,827.59 "," $26,210.35 "," $30,666.11 ",2021
BRINTELLIX 10MG 28 F.C.TAB,28, $10.72 , $26.80 , $36.05 , $42.17 ,2021
BRINTELLIX 15MG 28F.C.TAB,28, $16.79 , $41.98 , $52.47 , $61.39 ,2021
BRINTELLIX 20MG 28 F.C.TAB,28, $16.45 , $41.12 , $51.39 , $60.13 ,2021
BRINTELLIX 5MG 28 F.C.TAB,28, $5.60 , $13.99 , $18.82 , $22.02 ,2021
BRINZOLAMIDE SK  DROPS 5 ML,5, $2.77 , $6.91 , $9.47 , $11.08 ,2021
BRIVIACT 10 MG 14 TABLETS,14, $9.92 , $24.81 , $33.36 , $39.04 ,2021
BRIVIACT 100 MG 56 TABLETS,56, $38.41 , $96.03 , $112.84 , $132.02 ,2021
BRIVIACT 10MG/ML SO FOR INJ  10VIALS 5ML,10, $103.79 , $259.48 , $304.88 , $356.71 ,2021
BRIVIACT 25 MG 56 TABLETS,56, $38.41 , $96.03 , $112.84 , $132.02 ,2021
BRIVIACT 50 MG 56 TABLETS,56, $38.41 , $96.03 , $112.84 , $132.02 ,2021
BRIVIACT ORAL SOLUTION 10MG/ML 300ML,300, $46.61 , $116.53 , $136.93 , $160.20 ,2021
BROTIZOLAM TEVA 0.25 MG 20TAB,20, $2.13 , $5.31 , $7.28 , $8.52 ,2021
BROTIZOLAM-TEVA 0.25MG 10TAB,10, $1.19 , $2.98 , $4.08 , $4.77 ,2021
BUCCOLAM 10 MG SYRINGE PREFILLED 4X2ML,4, $39.09 , $97.73 , $114.83 , $134.35 ,2021
BUCCOLAM 2.5 MG SYRINGE PREFILLED 4X0.5ML,4, $39.09 , $97.73 , $114.83 , $134.35 ,2021
BUCCOLAM 5 MG SYRINGE PREFILLED 4X1ML,4, $39.09 , $97.73 , $114.83 , $134.35 ,2021
BUCCOLAM 7.5 MG SYRINGE PREFILLED 4X1.5ML,4, $39.09 , $97.73 , $114.83 , $134.35 ,2021
BUDESON 3MG 100CAPS,100, $29.66 , $74.16 , $87.14 , $101.95 ,2021
BUDESON 9MG GRANULES 30 SACHETS,30, $31.11 , $77.78 , $91.39 , $106.93 ,2021
BUDESONIDE STERINEBS TEVA 0.5MG/2ML 20UNITS,20, $6.90 , $17.24 , $23.19 , $27.14 ,2021
BUDESONIDE STERINEBS TEVA 1MG/2ML 20UNITS,20, $10.55 , $26.37 , $35.47 , $41.50 ,2021
BUDICORT RESP1MG/2ML 20UNITS,20, $10.55 , $26.37 , $35.47 , $41.50 ,2021
BUDICORT RESPULES 0.5MG/2ML 20UNITS,20, $6.90 , $17.24 , $23.19 , $27.14 ,2021
BUDICORT TURBUHALER 100MCG/DOSE 200 DOSES,200, $4.97 , $12.42 , $16.70 , $19.54 ,2021
BUDICORT TURBUHALER 200MCG/DOSE 100DOSES,100, $4.47 , $11.18 , $15.32 , $17.92 ,2021
BUSULFEX 60MG/10ML 1VIAL/10ML,1, $116.49 , $291.23 , $342.20 , $400.37 ,2021
BUTRANS  15MG 2PATCHES,2, $8.13 , $20.32 , $27.32 , $31.97 ,2021
BUTRANS  20MG 2PATCHES,2, $8.86 , $22.15 , $29.79 , $34.85 ,2021
BUTRANS 10MG 2PATCHES,2, $5.56 , $13.90 , $18.69 , $21.87 ,2021
BUTRANS 5MG 2PATCHES,2, $3.61 , $9.04 , $12.38 , $14.49 ,2021
BYDUREON 2 MG 4 PREFILLED PENS,4, $34.40 , $86.00 , $101.06 , $118.24 ,2021
CABLIVI 10 MG VIAL,1," $1,912.02 "," $4,780.05 "," $5,258.06 "," $6,151.93 ",2021
CABOMETYX 20 MG 30 FC TABLETS,30," $2,198.75 "," $5,496.86 "," $6,046.55 "," $7,074.46 ",2021
CABOMETYX 40 MG 30 FC TABLETS,30," $2,198.75 "," $5,496.86 "," $6,046.55 "," $7,074.46 ",2021
CABOMETYX 60 MG 30 FC TABLETS,30," $2,198.75 "," $5,496.86 "," $6,046.55 "," $7,074.46 ",2021
CABOTRIM 0.5MG 2TAB,2, $4.08 , $10.20 , $13.98 , $16.35 ,2021
CABOTRIM 0.5MG 8TAB,8, $16.32 , $40.81 , $51.01 , $59.69 ,2021
CADEX 1MG 30TAB,30, $2.20 , $5.50 , $7.54 , $8.82 ,2021
CADEX 2MG 30CAPL,30, $1.39 , $3.46 , $4.75 , $5.55 ,2021
CADEX 4MG 30CAPL,30, $2.16 , $5.39 , $7.39 , $8.65 ,2021
CAELYX 2MG/ML VIAL 10ML,1, $157.78 , $394.44 , $463.46 , $542.25 ,2021
CAMPTO 100MG/5ML IV SOL FOR INF,1, $43.41 , $108.54 , $127.53 , $149.21 ,2021
CAMPTO 300MG IV SOL FOR INF,1, $127.43 , $318.57 , $374.32 , $437.96 ,2021
CAMPTO 40MG/2ML IV SOL FOR INF,1, $17.54 , $43.85 , $54.82 , $64.14 ,2021
CANCIDAS 50MG/VIAL,1, $97.99 , $244.98 , $287.85 , $336.78 ,2021
CANCIDAS 70MG/VIAL,1, $129.47 , $323.67 , $380.31 , $444.96 ,2021
"CANDESARTAN PLUS TEVA TABLETS 16MG/12.5MG, 30TAB",30, $2.90 , $7.26 , $9.95 , $11.64 ,2021
CANDOR 16MG 28TAB,28, $2.57 , $6.43 , $8.81 , $10.31 ,2021
CANDOR 8MG 28TAB,28, $1.84 , $4.61 , $6.31 , $7.38 ,2021
CANDOR PLUS 16MG/12.5MG 28TAB,28, $2.71 , $6.78 , $9.28 , $10.86 ,2021
CANEMES 1 MG 28 CAPS,28, $166.51 , $416.27 , $489.12 , $572.27 ,2021
CAPECITABINE INOVAMED 500 MG 120 F.C.TAB,120, $75.60 , $188.99 , $222.07 , $259.82 ,2021
CAPECITABINE TARO 500MG 120TABS,120, $75.60 , $188.99 , $222.07 , $259.82 ,2021
CAPECITABINE TEVA 150MG 60TAB,60, $11.85 , $29.63 , $37.04 , $43.34 ,2021
CAPECITABINE TEVA 500MG 12X10TAB,120, $75.60 , $188.99 , $222.07 , $259.82 ,2021
CAPRELSA 100 MG 30TAB,30, $817.05 ," $2,042.63 "," $2,246.90 "," $2,628.87 ",2021
CARBAGLU 200MG 5 DISP.TAB,5, $125.34 , $313.34 , $368.18 , $430.77 ,2021
CARBAGLU 200MG 60 DISP.TAB,60," $1,504.05 "," $3,760.12 "," $4,136.13 "," $4,839.27 ",2021
CARBOPLATIN 150MG/15ML VIAL,1, $13.40 , $33.49 , $41.86 , $48.98 ,2021
CARBOPLATIN 450MG/45ML VIAL,1, $36.79 , $91.99 , $108.09 , $126.46 ,2021
CARDILOC 1.25MG 30 F.C.TAB,30, $1.65 , $4.14 , $5.67 , $6.63 ,2021
CARDILOC 10MG 30TAB,30, $1.53 , $3.83 , $5.25 , $6.14 ,2021
CARDILOC 2.5MG 30TAB,30, $1.37 , $3.42 , $4.68 , $5.47 ,2021
CARDILOC 5MG 30TAB,30, $1.17 , $2.91 , $3.99 , $4.67 ,2021
CARDIOLITE 1MG/VIAL 5VIAL,5, $250.41 , $626.03 , $688.64 , $805.70 ,2021
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1, $80.56 , $201.40 , $236.65 , $276.88 ,2021
CARDOXIN FORTE 75MG 100TAB,100, $2.32 , $5.79 , $7.93 , $9.28 ,2021
CARMUSTINE 100 MG VIAL,1, $585.51 ," $1,463.77 "," $1,610.14 "," $1,883.87 ",2021
CARNITINE 30% 20ML,20, $3.47 , $8.68 , $11.89 , $13.91 ,2021
CARVEDEXXON 12.5MG 30TAB,30, $1.40 , $3.50 , $4.79 , $5.61 ,2021
CARVEDEXXON 6.25MG 30TAB,30, $1.29 , $3.23 , $4.42 , $5.17 ,2021
CARVEDILOL TEVA 6.25MG 30TAB,30, $1.29 , $3.23 , $4.42 , $5.17 ,2021
CASODEX 50MG 28TAB,28, $17.47 , $43.68 , $54.60 , $63.88 ,2021
CASPOVIDAE 50 MG 1 VIAL,1, $97.99 , $244.98 , $287.85 , $336.78 ,2021
CASPOVIDAE 70 MG 1 VIAL,1, $129.47 , $323.67 , $380.31 , $444.96 ,2021
CATAFLAM 50MG 10TAB,10, $1.27 , $3.18 , $4.36 , $5.10 ,2021
CATHEJELL WITH LIDOCAINE 25 SYR,25, $26.35 , $65.88 , $77.40 , $90.56 ,2021
CAVERJECT 10MCG V+DS,1, $4.14 , $10.35 , $14.18 , $16.59 ,2021
CAVERJECT 20MCG V+DS,1, $4.67 , $11.66 , $15.98 , $18.70 ,2021
CAYSTON  75MG/VIAL 84 VIALS,84," $1,057.74 "," $2,644.35 "," $2,908.78 "," $3,403.27 ",2021
CEFAZOL 1g 10 VIALS,10, $8.05 , $20.13 , $27.08 , $31.68 ,2021
CEFAZOLIN - FRESENIUS 1000MG 10 VIAL,10, $8.05 , $20.13 , $27.08 , $31.68 ,2021
CEFAZOLIN -VIT 1 vial,1, $0.81 , $2.01 , $2.76 , $3.23 ,2021
CEFOVIT 125 SUSP 60ML,60, $1.02 , $2.56 , $3.50 , $4.10 ,2021
CEFOVIT 250 SUSP 60ML,60, $1.50 , $3.75 , $5.13 , $6.01 ,2021
CEFOVIT 250MG 10CAPS,10, $0.63 , $1.57 , $2.15 , $2.52 ,2021
CEFOVIT FORTE 10CAPS,10, $1.15 , $2.88 , $3.95 , $4.62 ,2021
CEFOVIT FORTE 500 MG 20 CAPS,20, $2.31 , $5.77 , $7.90 , $9.24 ,2021
CEFTAZIDIME FRESENIUS  1 G 10 VIAL,10, $28.51 , $71.28 , $83.75 , $97.99 ,2021
CEFTAZIDIME TEVA 1GR/VIAL,1, $2.85 , $7.13 , $9.76 , $11.42 ,2021
CEFTAZIDIME TEVA 2GR/VIAL,1, $5.70 , $14.24 , $19.15 , $22.41 ,2021
CEFTAZIDIME-VIT 1GR/VIAL   10VIALS,10, $28.51 , $71.28 , $83.75 , $97.99 ,2021
CEFTAZIDINE PANPHARMA 1G 10VIAL,10, $28.51 , $71.28 , $83.75 , $97.99 ,2021
CEFTAZIDINE PANPHARMA 2G 10VIALS,10, $56.95 , $142.38 , $167.30 , $195.74 ,2021
CEFTRIAXONE - FRESENIUS 1000MG 10 VIAL,10, $22.08 , $55.19 , $68.99 , $80.72 ,2021
CEFTRIAXONE S.K. POWDER FOR SOL FOR INJ 1GR,1, $2.21 , $5.52 , $7.56 , $8.85 ,2021
CEFTRIAXONE-VIT  1GR/VIAL  10ML,1, $2.21 , $5.52 , $7.56 , $8.85 ,2021
CEFURAX 250MG 10TAB,10, $1.76 , $4.40 , $6.02 , $7.05 ,2021
CEFURAX 500MG 10TAB,10, $3.29 , $8.23 , $11.28 , $13.19 ,2021
CEFUROXIME  FRESENIUS 750 MG 10 VIAL,10, $11.34 , $28.35 , $38.13 , $44.61 ,2021
CELCOX 100MG 20CAPS,20, $1.40 , $3.50 , $4.80 , $5.62 ,2021
CELCOX 200MG 10CAPS,10, $1.90 , $4.75 , $6.51 , $7.62 ,2021
CELESTONE CHRONODOSE 1ML AMP,1, $1.32 , $3.29 , $4.51 , $5.27 ,2021
CELLCEPT 250MG 100CAPS,100, $28.74 , $71.86 , $84.44 , $98.79 ,2021
CELLCEPT 500MG 50TAB,50, $28.73 , $71.82 , $84.38 , $98.73 ,2021
CELSENTRI 150MG 60TAB,60, $284.10 , $710.26 , $781.29 , $914.11 ,2021
CELSENTRI 300MG 60TAB,60, $284.10 , $710.26 , $781.29 , $914.11 ,2021
CERAZETTE 0.075MG 1X28TAB,28, $1.68 , $4.20 , $5.75 , $6.73 ,2021
CERAZETTE 0.075MG 3X28TAB,84, $5.04 , $12.59 , $16.93 , $19.81 ,2021
CERDELGA 84.4 MG 56 CAPS,56," $9,451.61 "," $23,629.03 "," $25,991.93 "," $30,410.56 ",2021
CEREBONIN 120 MG 30F.C.TAB,30, $7.66 , $19.15 , $25.76 , $30.14 ,2021
CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1, $616.33 ," $1,540.83 "," $1,694.91 "," $1,983.05 ",2021
CERNEVIT 1VIAL POWDER FOR INJ,1, $4.44 , $11.10 , $15.21 , $17.80 ,2021
CERTICAN 0.25MG 60 TAB,60, $46.64 , $116.59 , $136.99 , $160.28 ,2021
CERTICAN 0.50MG 60 TAB,60, $85.89 , $214.72 , $252.29 , $295.18 ,2021
CERTICAN 0.75MG 60 TAB,60, $128.68 , $321.69 , $377.99 , $442.25 ,2021
CETRAXAL 3 MG/ML+0.25 MG/ ML 10 ML,10, $2.70 , $6.75 , $9.24 , $10.81 ,2021
CETROTIDE 0.25MG 7AMP,7, $126.12 , $315.31 , $370.48 , $433.47 ,2021
CHAMPIX 0.5MG 55TAB,55, $31.96 , $79.91 , $93.89 , $109.85 ,2021
CHAMPIX 0.5MGX11TAB+1MGX42TAB,53, $29.12 , $72.81 , $85.55 , $100.10 ,2021
CHAMPIX 1MG 56TAB,56, $29.92 , $74.80 , $87.89 , $102.83 ,2021
CHAMPIX COMBO (1STARTER PACK+2PACKS 1MGX56),165, $90.67 , $226.68 , $266.35 , $311.63 ,2021
CHENODEOXYCHOLIC ACID LEADIANT 250mg 100 caps,100," $7,173.85 "," $17,934.62 "," $19,728.08 "," $23,081.85 ",2021
CHOLBAM 250MG 90CAPS,90," $13,278.34 "," $33,195.86 "," $36,515.44 "," $42,723.06 ",2021
CHOLBAM 50MG 90CAPS,90," $3,279.95 "," $8,199.86 "," $9,019.85 "," $10,553.22 ",2021
CIALIS 10MG 4TAB,4, $25.89 , $64.73 , $76.05 , $88.98 ,2021
CIALIS 2.5MG 28TAB,28, $44.83 , $112.08 , $131.69 , $154.08 ,2021
CIALIS 20MG 4TAB,4, $19.94 , $49.84 , $62.30 , $72.89 ,2021
CIALIS 20MG 8TAB,8, $39.87 , $99.68 , $117.12 , $137.03 ,2021
CIALIS 5MG 28TAB,28, $45.32 , $113.29 , $133.11 , $155.74 ,2021
CICLODERM  CREAM 15GR,15, $0.96 , $2.41 , $3.30 , $3.86 ,2021
CILARIL 1MG 28TAB,28, $1.37 , $3.42 , $4.68 , $5.47 ,2021
CILARIL 2.5MG 28TAB,28, $1.96 , $4.90 , $6.71 , $7.85 ,2021
CILARIL 5MG 28TAB,28, $5.05 , $12.62 , $16.97 , $19.85 ,2021
CILARIL PLUS 28TAB,28, $6.68 , $16.69 , $22.44 , $26.26 ,2021
CILAZAPRIL 2.5 MG 30 TABLETS,30, $2.10 , $5.25 , $7.19 , $8.41 ,2021
CILAZAPRIL 5MG 30TABLETS,30, $5.41 , $13.52 , $18.18 , $21.27 ,2021
CILAZAPRIL PLUS TEVA 30TAB,30, $7.15 , $17.88 , $24.05 , $28.14 ,2021
CILOXAN 0.3% EYE DROPS 5ML,5, $1.62 , $4.06 , $5.56 , $6.50 ,2021
CIMZIA 200MG/ML 2 SYRINGE PREFILLED,2, $333.00 , $832.49 , $915.74 ," $1,071.42 ",2021
CINACALCET TARO 30 MG 28 tab,28, $86.01 , $215.02 , $252.64 , $295.59 ,2021
CINACALCET TARO 60 MG 28 tab,28, $161.35 , $403.36 , $473.95 , $554.52 ,2021
CINACALCET TARO 90 MG 28 TAB,28, $237.90 , $594.75 , $654.22 , $765.44 ,2021
CINACALCET TEVA 30MG 30TAB,30, $92.15 , $230.37 , $270.69 , $316.71 ,2021
CINACALCET TEVA 60MG 30TAB,30, $172.87 , $432.17 , $507.81 , $594.13 ,2021
CINACALCET TEVA 90MG 28TAB,28, $237.90 , $594.75 , $654.22 , $765.44 ,2021
CINACALCET TRIMA 30 MG 28TAB,28, $86.01 , $215.02 , $252.64 , $295.59 ,2021
CINACALCET TRIMA 60 MG 28TAB,28, $161.35 , $403.36 , $473.95 , $554.52 ,2021
CINACALCET TRIMA 90 MG 28TAB,28, $237.90 , $594.75 , $654.22 , $765.44 ,2021
CINQAIR 10MG/MLVIAL 10ML,1, $232.09 , $580.22 , $638.24 , $746.74 ,2021
CIPRALEX 10MG 28TAB,28, $2.89 , $7.24 , $9.91 , $11.60 ,2021
CIPRALEX 15MG 28TAB,28, $2.64 , $6.59 , $9.03 , $10.56 ,2021
CIPRALEX 20MG 28TAB,28, $4.29 , $10.73 , $14.70 , $17.20 ,2021
CIPRAMIL 20MG 28TAB,28, $2.38 , $5.95 , $8.15 , $9.54 ,2021
CIPRAMIL 40MG 28TABS,28, $3.81 , $9.52 , $13.05 , $15.26 ,2021
CIPRODEX 250MG 10TAB,10, $1.47 , $3.67 , $5.02 , $5.88 ,2021
CIPRODEX 500MG 10TAB,10, $2.10 , $5.26 , $7.21 , $8.43 ,2021
CIPRODEX 750MG 10TAB,10, $2.93 , $7.33 , $10.04 , $11.75 ,2021
CIPROFLOXACIN I.V G.E.S. 2 MG/ML 100 ML 50 BAGS,5000, $199.12 , $497.81 , $584.92 , $684.36 ,2021
CIPROFLOXACIN I.V G.E.S. 2 MG/ML 200 ML 20 BAGS,4000, $159.30 , $398.25 , $467.94 , $547.49 ,2021
CIPROFLOXACIN TEVA INFUSION 2MG/ML 10BAGX100ML,1000, $39.82 , $99.56 , $116.98 , $136.87 ,2021
CIPROFLOXACIN TEVA INFUSION 2MG/ML 10BAGX200ML,2000, $79.65 , $199.12 , $233.97 , $273.74 ,2021
CIPROFLOXACIN-TEVA 250MG 10TAB,10, $1.47 , $3.67 , $5.02 , $5.88 ,2021
CIPROFLOXACIN-TEVA 500MG 10TAB,10, $2.10 , $5.26 , $7.21 , $8.43 ,2021
CIRCADIN 2MG 30 SR TAB,30, $8.86 , $22.14 , $29.78 , $34.84 ,2021
CITALOPRAM  20 MG 30 TABLETS,30, $2.55 , $6.37 , $8.73 , $10.22 ,2021
CLARINASE REPETABS 14,14, $2.64 , $6.59 , $9.03 , $10.56 ,2021
CLASTEON 800MG  30TABS,30, $35.97 , $89.92 , $105.65 , $123.61 ,2021
CLAVENIR 10 VIAL (1.2G),10, $11.80 , $29.51 , $36.89 , $43.16 ,2021
CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK,2, $5.22 , $13.05 , $17.55 , $20.53 ,2021
CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL,10, $28.14 , $70.34 , $82.65 , $96.70 ,2021
CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL,10, $38.02 , $95.06 , $111.70 , $130.69 ,2021
CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL,2, $1.47 , $3.68 , $5.05 , $5.91 ,2021
CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL,2, $2.79 , $6.97 , $9.55 , $11.18 ,2021
CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL,2, $3.65 , $9.14 , $12.52 , $14.64 ,2021
CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL,2, $4.31 , $10.77 , $14.76 , $17.27 ,2021
CLOBETASOL PROPIONATE TRIMA CREAM 25G,25, $1.26 , $3.15 , $4.32 , $5.05 ,2021
CLOBETASOL PROPIONATE TRIMA SCALP APPLICATION 30ML,30, $1.80 , $4.50 , $6.17 , $7.22 ,2021
CLOFARABINE S.K. 1MG/1ML 1 VIAL 20 ML,1, $560.32 ," $1,400.81 "," $1,540.89 "," $1,802.84 ",2021
CLONEX 0.5MG 30TAB,30, $1.07 , $2.66 , $3.65 , $4.27 ,2021
CLONEX 2MG 30TAB,30, $1.15 , $2.88 , $3.95 , $4.62 ,2021
CLONNIRIT 25MCG 30T,30, $1.63 , $4.08 , $5.58 , $6.53 ,2021
